gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
are,0,0,0,-0.070468166,-0.088965312,-0.032426379,-0.115896769,-0.259491554,-0.041303329,-0.067453326,-0.371313952,-0.048880427,0.005390985922710132,-0.390424967,-0.05953777,-0.079508469,-0.516806918,-0.011469107,-0.111771076,-0.704979324,-0.024905098,-0.123070162,-0.818206101,-0.040657881,-0.131790999,-0.919150528,-0.057659592,-0.016608673,-0.529073076,-0.02534943,-0.030062626,-0.751476647,-0.036027759,-0.033022882,-0.885558415,-0.05454731,-0.032596874,-1,-0.070066113,0.04016874510804609,-0.477189421,-0.045679089,0.05289862666039987,-0.687490745,-0.079172129,0.05293355711100826,-0.817821349,-0.116422262,0.0591373324482164,-0.937481973,-0.144001892,0.09148539632654194,-0.373607188,-0.067906044,0.0774883112288827,-0.481087548,-0.113963276,0.04611623119375173,-0.413005872,-0.12880083,0.026826586067237854,-0.334217336,-0.138228541
are,0,0,0,-0.069107955,-0.094099971,-0.028757525,-0.115334604,-0.261804111,-0.037834923,-0.071739987,-0.373248284,-0.04669835,-0.001165156,-0.397654586,-0.058751372,-0.080153142,-0.52250361,-0.011343686,-0.109279023,-0.711620423,-0.025707454,-0.120129529,-0.824936263,-0.042157573,-0.129616521,-0.924192421,-0.05934387,-0.018592566,-0.531808883,-0.026843429,-0.028718373,-0.75370175,-0.037554511,-0.031049604,-0.886871356,-0.056381129,-0.030769542,-1,-0.072456151,0.03734443859158079,-0.478032932,-0.048272341,0.051298542681550575,-0.691563865,-0.079608922,0.050314687358542054,-0.819112742,-0.115510944,0.05496251523763179,-0.935329095,-0.142710206,0.08784469118274128,-0.373370545,-0.07147447,0.07638313207854218,-0.483984483,-0.114451543,0.044199313617703344,-0.427212058,-0.128931046,0.02258251109147396,-0.358053761,-0.138628575
are,0,0,0,-0.072542377,-0.089524806,-0.02955288,-0.120584886,-0.261760141,-0.037958049,-0.078541575,-0.376906171,-0.045712806,-0.008448477,-0.398850148,-0.056173591,-0.081063866,-0.520730791,-0.010149462,-0.114318824,-0.706662554,-0.023796118,-0.125922438,-0.818472603,-0.039197626,-0.133221939,-0.917583662,-0.055509292,-0.020170408,-0.53207015,-0.02534707,-0.03349016,-0.754283839,-0.037268684,-0.035606805,-0.887496809,-0.054505133,-0.032371921,-1,-0.068227435,0.03538280380981061,-0.479620622,-0.046787576,0.04820469963547547,-0.693188864,-0.080904082,0.04740216798073857,-0.822123701,-0.116105711,0.05420549745130936,-0.939169532,-0.141318879,0.08557993775284906,-0.373480969,-0.069955672,0.07327728748679675,-0.48789933,-0.11497803,0.03899411204504013,-0.421897038,-0.128259887,0.016867985900706203,-0.340884036,-0.136160392
are,0,0,0,-0.069620441,-0.089390935,-0.029533199,-0.116801233,-0.261527609,-0.036914498,-0.072126496,-0.370983647,-0.043315611,0.0021832517723373375,-0.390581337,-0.052796361,-0.080065721,-0.521604304,-0.010075899,-0.110812673,-0.707210888,-0.023746291,-0.123721636,-0.821578372,-0.039879233,-0.136102655,-0.92435327,-0.05731172,-0.018726877,-0.532911608,-0.025444445,-0.031735924,-0.750701918,-0.036791591,-0.035229458,-0.883999265,-0.05574301,-0.03637979,-1,-0.071299648,0.03637564451221674,-0.482055358,-0.046932687,0.048194889010088525,-0.688340892,-0.081478334,0.04679596608372683,-0.821731896,-0.119761784,0.050592900451637925,-0.944212196,-0.147565098,0.08674864432958809,-0.379430004,-0.069987868,0.072166131114924,-0.482302705,-0.117265753,0.038693307645091816,-0.413164685,-0.133094287,0.016088318462884617,-0.331880969,-0.14276751
are,0,0,0,-0.070468164,-0.087428943,-0.029835253,-0.118049934,-0.258647887,-0.03815284,-0.076769032,-0.369513278,-0.045379933,-0.003684507,-0.388800885,-0.055138647,-0.078834437,-0.521570982,-0.009610692,-0.107676932,-0.703459425,-0.023847694,-0.121754519,-0.816127897,-0.041245317,-0.13556511,-0.918979403,-0.059558355,-0.019039952,-0.533881628,-0.024574779,-0.030875366,-0.748720718,-0.036061269,-0.033444523,-0.882333432,-0.054413388,-0.034966185,-1,-0.069638547,0.03545051396045867,-0.484270265,-0.045828091,0.049094745057886545,-0.688780975,-0.079571453,0.04994654145789535,-0.823956573,-0.116022898,0.05462707826664104,-0.947970557,-0.14260516,0.08541975578421918,-0.382972382,-0.06887893,0.07142551290841553,-0.490132614,-0.113749071,0.03597270432613656,-0.424761215,-0.127700157,0.011036229497093063,-0.345438515,-0.136378089
are,0,0,0,-0.070166641,-0.086019846,-0.030742596,-0.117373068,-0.2558274,-0.039904271,-0.075781824,-0.367625437,-0.047938157,-0.003788568,-0.389188112,-0.058719106,-0.078799414,-0.520421602,-0.011869358,-0.106413379,-0.702763429,-0.026838607,-0.119151109,-0.81505085,-0.044628001,-0.13164662,-0.917388753,-0.063189833,-0.017721443,-0.534024515,-0.026850015,-0.02876577,-0.75007048,-0.03813324,-0.031492894,-0.883524661,-0.056894265,-0.03349181,-1,-0.072737227,0.037881262510854136,-0.483987926,-0.048116969,0.052966188407917926,-0.689424201,-0.081582877,0.05489117895162676,-0.824553467,-0.11850952,0.06001554630213528,-0.948173228,-0.145914529,0.08852993893879295,-0.381948135,-0.071214438,0.07534637052396255,-0.486439059,-0.116305328,0.04082190227091233,-0.423569064,-0.130906666,0.015884688323464485,-0.347446728,-0.140325289
are,0,0,0,-0.070436626,-0.090534222,-0.029578681,-0.115978825,-0.260502886,-0.038250864,-0.073453349,-0.372305595,-0.046133903,-0.001951268,-0.393866418,-0.057027625,-0.075443839,-0.519117946,-0.011500292,-0.106428792,-0.706034037,-0.025464887,-0.117406173,-0.81881923,-0.041274694,-0.126365991,-0.920023819,-0.058082392,-0.013655044,-0.530702586,-0.026943589,-0.02482968,-0.753861265,-0.038264898,-0.028363229,-0.886776263,-0.0562323,-0.029237626,-1,-0.070836394,0.042135533174879614,-0.479448876,-0.048450432,0.05686785559279175,-0.690005775,-0.082650927,0.055631402865825554,-0.822985602,-0.119185494,0.060898742040024684,-0.941955463,-0.1456389,0.09143601756703891,-0.3755791,-0.071541572,0.0766206832862994,-0.484377971,-0.117653393,0.04118057057608643,-0.41691803,-0.131745115,0.018222979404210488,-0.334311604,-0.140158282
are,0,0,0,-0.071322785,-0.094757017,-0.031446158,-0.117589152,-0.257380541,-0.043219746,-0.077574855,-0.367742065,-0.054454403,-0.006300044,-0.394762803,-0.068293252,-0.07698268,-0.522693973,-0.01506416,-0.107621415,-0.711870056,-0.031308214,-0.118279899,-0.824973205,-0.048581238,-0.125808986,-0.925916522,-0.066462527,-0.016338964,-0.532032468,-0.030365689,-0.029578627,-0.755245749,-0.042178677,-0.032779206,-0.888085177,-0.061190813,-0.03085589,-1,-0.077435264,0.03902996393771499,-0.477301311,-0.051866269,0.05228176400744577,-0.689553008,-0.08491447,0.04930129194656259,-0.819594923,-0.122048902,0.053755188548439824,-0.935152058,-0.150259033,0.08934789995589239,-0.371623797,-0.075321449,0.07421452518428776,-0.472630424,-0.121586597,0.0354448523075799,-0.417784292,-0.138768431,0.007923706016581952,-0.349276735,-0.150142367
are,0,0,0,-0.072612652,-0.092751327,-0.03220603,-0.120836213,-0.253028632,-0.044799613,-0.082992965,-0.362964594,-0.056770598,-0.011311076,-0.390843496,-0.071372412,-0.080172194,-0.520314871,-0.01761889,-0.109047473,-0.709277385,-0.035546805,-0.11864286,-0.822846098,-0.054056671,-0.124859427,-0.924510878,-0.072666972,-0.018742979,-0.529586838,-0.03299598,-0.031400866,-0.750858946,-0.046834454,-0.034666004,-0.885002785,-0.06770155,-0.032168736,-1,-0.085034924,0.036721762177121954,-0.474492442,-0.054441146,0.049561231554897306,-0.687516424,-0.089360478,0.0476098528831373,-0.818341956,-0.127902604,0.053124817397441425,-0.935359429,-0.156734069,0.08662608251693328,-0.368450669,-0.077794248,0.07360519392677356,-0.467758713,-0.126119852,0.03602823969990993,-0.417951264,-0.145090483,0.008651648017674785,-0.354610333,-0.157337677
are,0,0,0,-0.073053892,-0.091508142,-0.028695442,-0.123848399,-0.2539308,-0.039147059,-0.085838723,-0.361927283,-0.049182377,-0.010492248,-0.384481854,-0.062220382,-0.080707444,-0.522295753,-0.0136384,-0.107968251,-0.712550797,-0.028992635,-0.118243177,-0.826607774,-0.045517504,-0.126701415,-0.928741804,-0.063493987,-0.019732148,-0.532347418,-0.030236131,-0.035275288,-0.752404133,-0.043701183,-0.040022694,-0.885151396,-0.064170994,-0.03976412,-1,-0.08130728,0.03543679501455677,-0.4800153,-0.052607491,0.0428008554898734,-0.690649007,-0.08849052,0.038529345668712314,-0.82281155,-0.128779456,0.04280370321732994,-0.942058306,-0.15861469,0.08568209825766271,-0.377441947,-0.076247392,0.05890141834727337,-0.469944678,-0.125510855,0.01759269068098276,-0.412769145,-0.145575363,-0.009675683,-0.344568269,-0.158603696
are,0,0,0,-0.077487946,-0.088198199,-0.028713499,-0.13231138,-0.252810625,-0.039086797,-0.096002072,-0.363190722,-0.048664157,-0.020862953,-0.37288146,-0.060960055,-0.084775163,-0.515520479,-0.01627757,-0.112914639,-0.707409724,-0.030419341,-0.12311493,-0.821434204,-0.044634496,-0.129405245,-0.922855239,-0.060987826,-0.024948114,-0.52604518,-0.032190875,-0.044632694,-0.748898689,-0.046114579,-0.050052719,-0.885036617,-0.064725042,-0.049012469,-1,-0.08010928,0.030229281048141935,-0.475023967,-0.053627976,0.038398869415239775,-0.684529782,-0.089469364,0.03372603172716545,-0.816846918,-0.128992657,0.03740776284365055,-0.934110719,-0.158032657,0.0808505736842552,-0.373395095,-0.076268355,0.05233142290283123,-0.462043826,-0.12419239,0.00902053103263166,-0.403454171,-0.144133889,-0.019460579,-0.334254426,-0.157396583
are,0,0,0,-0.076142046,-0.086562722,-0.026293386,-0.13192585,-0.244525424,-0.035631435,-0.101426129,-0.354595382,-0.044628423,-0.028234425,-0.380043514,-0.056192096,-0.083152613,-0.518275735,-0.014186823,-0.111900638,-0.71003386,-0.028299029,-0.124104159,-0.824733161,-0.042069262,-0.133445609,-0.926366488,-0.058101899,-0.022827943,-0.529018345,-0.031218039,-0.040870919,-0.752698638,-0.045393141,-0.047125921,-0.887061067,-0.063781696,-0.047222493,-1,-0.078888943,0.031331721659674294,-0.477269287,-0.053732433,0.03707485011582911,-0.685610503,-0.090238391,0.03069212600379615,-0.819479551,-0.129904263,0.03325017987086776,-0.936995431,-0.158888725,0.07988271942725368,-0.374366466,-0.077195852,0.05015960303317268,-0.459267652,-0.126658276,0.004540290827810362,-0.403995311,-0.147984131,-0.026846087,-0.337498979,-0.161820185
are,0,0,0,-0.079161704,-0.077730437,-0.026984057,-0.139436376,-0.242498536,-0.034614538,-0.108966948,-0.353120641,-0.041290909,-0.034791442,-0.37354307,-0.051205642,-0.091010515,-0.513706225,-0.014079535,-0.115088388,-0.703270997,-0.027492009,-0.125405256,-0.82078331,-0.041050718,-0.134161309,-0.924648085,-0.057195073,-0.030710098,-0.528066601,-0.030782749,-0.048340648,-0.748861139,-0.043490436,-0.055135897,-0.885192585,-0.061994934,-0.05783368,-1,-0.077500854,0.02375133248229937,-0.480436939,-0.053008143,0.030344899060353224,-0.680792679,-0.089832438,0.022577925538915064,-0.820017627,-0.13264055,0.022109089174321587,-0.944155543,-0.1642412,0.07192106111652147,-0.382396757,-0.076057372,0.035426509488590004,-0.449520389,-0.128298878,-0.007754307,-0.383088497,-0.152501805,-0.036052858,-0.311040767,-0.168352165
are,0,0,0,-0.077105981,-0.077193329,-0.025002314,-0.138532613,-0.243583935,-0.03136268,-0.111809162,-0.353760777,-0.03693916,-0.039011137,-0.373066285,-0.045835455,-0.088583033,-0.511674452,-0.012215835,-0.113292849,-0.699310462,-0.023796916,-0.125262731,-0.816392043,-0.035531531,-0.13549785,-0.920379759,-0.050618344,-0.028959788,-0.526073843,-0.029353837,-0.047211093,-0.746318237,-0.042121465,-0.054211347,-0.883934639,-0.058888033,-0.05699685,-1,-0.07289945,0.025390458827605482,-0.480721154,-0.051976576,0.029192387844269377,-0.68154044,-0.090492068,0.020211079067281087,-0.821831736,-0.132810232,0.019574399888220285,-0.946334931,-0.163424538,0.07249011874986365,-0.385674083,-0.075107562,0.02953947243883964,-0.457267292,-0.128928965,-0.016011256,-0.38122665,-0.152897072,-0.04401516,-0.299231296,-0.168316324
are,0,0,0,-0.079280154,-0.077970475,-0.02619309,-0.141428345,-0.238610672,-0.034472606,-0.116463062,-0.348281271,-0.04186062,-0.046037791,-0.372433375,-0.052178031,-0.093153776,-0.51226906,-0.014371087,-0.119992299,-0.700272595,-0.027181688,-0.132824734,-0.81641956,-0.039797984,-0.143269297,-0.920167171,-0.055421802,-0.033517397,-0.526473599,-0.031735483,-0.05326342,-0.747833957,-0.045663819,-0.060661503,-0.884974322,-0.063296376,-0.063364149,-1,-0.07792503,0.02111216564494357,-0.479493227,-0.0546091,0.02381729536950823,-0.681857611,-0.093253573,0.015961209198119955,-0.820832347,-0.134419963,0.016291878480115155,-0.944541612,-0.164317374,0.06891979063517935,-0.381662145,-0.078111301,0.026928103482099047,-0.459656547,-0.130537166,-0.017729636,-0.389008897,-0.152703557,-0.04598497,-0.31090372,-0.167043274
are,0,0,0,-0.077092028,-0.079363656,-0.026361528,-0.138992681,-0.235379205,-0.036535866,-0.11508348,-0.342678095,-0.046222656,-0.044373328,-0.371737291,-0.058822167,-0.090233667,-0.515512028,-0.015903374,-0.114698134,-0.70134901,-0.030426256,-0.125439669,-0.814935741,-0.044360381,-0.134316224,-0.917895902,-0.061136564,-0.029849698,-0.531562454,-0.033494507,-0.052211629,-0.748356435,-0.046721357,-0.060162492,-0.883801221,-0.064666333,-0.062582986,-1,-0.080619418,0.025480590662985227,-0.484767471,-0.056864684,0.025978996022786565,-0.680552667,-0.094837601,0.018170037540790204,-0.821277085,-0.138078482,0.01863230374594771,-0.947539831,-0.170776595,0.07492434193376141,-0.388348952,-0.081044312,0.032180756778764634,-0.447896913,-0.135015948,-0.017348949,-0.381746345,-0.161728016,-0.052106859,-0.31232104,-0.180178961
are,0,0,0,-0.0738477,-0.077949398,-0.023525176,-0.135466429,-0.230666592,-0.03166699,-0.114695889,-0.33232522,-0.038951913,-0.047903785,-0.375282751,-0.048615286,-0.090372816,-0.516090012,-0.013436988,-0.120103653,-0.705865756,-0.026741175,-0.135591187,-0.819601858,-0.037743017,-0.14815808,-0.922189732,-0.051758492,-0.029569647,-0.531157064,-0.031376922,-0.054278105,-0.750072406,-0.047827698,-0.065494812,-0.883777986,-0.064696784,-0.069063806,-1,-0.077881359,0.025792166914370716,-0.48696065,-0.05466734,0.020685809039646407,-0.681444206,-0.095763367,0.011439231007188124,-0.819561581,-0.135429276,0.014886810139482476,-0.946367324,-0.163452096,0.07424570314386661,-0.391349616,-0.078183768,0.020227390814822936,-0.449130535,-0.131453348,-0.027062301,-0.371478197,-0.152734857,-0.052943963,-0.290967557,-0.165894503
are,0,0,0,-0.07339044,-0.07123469,-0.026505863,-0.13625498,-0.22678421,-0.038110684,-0.126565751,-0.328563753,-0.047621795,-0.060247991,-0.354308641,-0.059130898,-0.082128304,-0.508652768,-0.021475914,-0.107953664,-0.699317504,-0.034104434,-0.122041593,-0.813298011,-0.043651816,-0.132065407,-0.915244047,-0.056450494,-0.022700671,-0.517269378,-0.038066312,-0.048175302,-0.745889595,-0.056382799,-0.060134136,-0.88391058,-0.071463501,-0.063908906,-1,-0.082466182,0.031788927027222476,-0.471093507,-0.05941967,0.022633989159444954,-0.674244138,-0.102512553,0.013157753115860744,-0.812011683,-0.13852082,0.01859543674184646,-0.934595892,-0.162607756,0.07602111604237335,-0.37592862,-0.080906317,0.015728222609771973,-0.452248751,-0.132846514,-0.028913472,-0.369832616,-0.149338114,-0.04875046,-0.279912179,-0.158611521
are,0,0,0,-0.069743696,-0.076034157,-0.025427987,-0.132771522,-0.23154695,-0.036260297,-0.127357109,-0.335021721,-0.045450398,-0.065798448,-0.361437082,-0.05666087,-0.081020301,-0.517808934,-0.018103389,-0.105542518,-0.707777671,-0.031500043,-0.118041353,-0.821022749,-0.042013895,-0.126361041,-0.922607194,-0.055615736,-0.022360103,-0.526638137,-0.035426734,-0.049407016,-0.752138239,-0.052656832,-0.059314459,-0.887057704,-0.068598738,-0.060552248,-1,-0.080604874,0.03177190837972729,-0.478897009,-0.05769692,0.024037093803960612,-0.675807146,-0.099103704,0.014823274016267039,-0.809860696,-0.136050438,0.019621777533814107,-0.928454122,-0.161538951,0.07779508540487631,-0.382382352,-0.080239728,0.020053746300857416,-0.448839351,-0.131779522,-0.025839066,-0.372103666,-0.150531327,-0.048221541,-0.289512179,-0.161745441
are,0,0,0,-0.073811347,-0.079271379,-0.023249487,-0.136343465,-0.229987341,-0.034756797,-0.135614938,-0.343415458,-0.045168562,-0.077005151,-0.362897165,-0.057297858,-0.088728659,-0.519979667,-0.017703776,-0.111291415,-0.713643945,-0.031134436,-0.122812755,-0.826777154,-0.041536022,-0.131058465,-0.927766383,-0.055083763,-0.033238348,-0.526033307,-0.036262588,-0.056505698,-0.752931088,-0.054981015,-0.06396153,-0.888184122,-0.070788665,-0.065484821,-1,-0.082553108,0.019471847181465267,-0.475507849,-0.059388622,0.016918422027075743,-0.673020173,-0.09949757,0.008243939576016815,-0.805389101,-0.133035977,0.010875568642725595,-0.921708108,-0.155960057,0.06587373405310147,-0.375903706,-0.082824204,0.015564938152334817,-0.464802509,-0.128301933,-0.029014241,-0.400087507,-0.14242189,-0.051968775,-0.32319764,-0.151031768
are,0,0,0,-0.079515434,-0.084897032,-0.021859629,-0.142726307,-0.236212646,-0.036657047,-0.156986739,-0.337569731,-0.051277686,-0.103117243,-0.340430554,-0.068358893,-0.090367959,-0.523272319,-0.021898261,-0.104879709,-0.706938643,-0.038616936,-0.11636574,-0.821263674,-0.050824125,-0.123918323,-0.921237405,-0.065582233,-0.036385627,-0.522644369,-0.04425958,-0.057850132,-0.748799471,-0.06607907,-0.066172906,-0.88569292,-0.082220334,-0.067846984,-1,-0.094158575,0.014275904627160866,-0.466814516,-0.071063338,0.003897119798522582,-0.666534255,-0.11500698,-0.010689682,-0.799205839,-0.1489465,-0.01100947,-0.917518259,-0.171826874,0.054731923206822686,-0.364766566,-0.098053772,-0.00543058,-0.443452399,-0.146746944,-0.049875269,-0.379103334,-0.163172013,-0.068318587,-0.310113458,-0.173577447
are,0,0,0,-0.077768102,-0.089370744,-0.022092443,-0.138229431,-0.244062528,-0.036632719,-0.154654574,-0.343890568,-0.051866768,-0.102186146,-0.349026554,-0.069609507,-0.081870158,-0.526057328,-0.017430871,-0.096598942,-0.70974132,-0.035865226,-0.108365034,-0.825437423,-0.0513832,-0.117737647,-0.926979808,-0.068532434,-0.029629133,-0.524112846,-0.039645148,-0.049290979,-0.745834888,-0.060804088,-0.059014673,-0.883299103,-0.079164677,-0.063036755,-1,-0.093309499,0.01832570823058256,-0.467889639,-0.066693163,0.0036028204649293408,-0.672483567,-0.109914891,-0.014383001,-0.802981676,-0.144614285,-0.018750439,-0.919548943,-0.168640995,0.055433981499819804,-0.365336351,-0.094287208,0.0002895619454940009,-0.441297275,-0.144710258,-0.043700443,-0.376080133,-0.162792991,-0.06342167,-0.307844933,-0.174231831
are,0,0,0,-0.083186096,-0.083698142,-0.021062364,-0.148169331,-0.243851934,-0.033910571,-0.167346049,-0.349049638,-0.047026907,-0.114622284,-0.357618946,-0.062435452,-0.086907464,-0.536748556,-0.01463533,-0.10090886,-0.731739898,-0.029232715,-0.109705036,-0.852038683,-0.040974467,-0.114199143,-0.953711553,-0.055409948,-0.035304379,-0.530200635,-0.036200261,-0.054429552,-0.751990638,-0.056136128,-0.067925012,-0.886676424,-0.074990668,-0.072590776,-1,-0.089097794,0.012118801316445415,-0.472971327,-0.062137312,-0.006060754,-0.680661515,-0.106274567,-0.026824893,-0.810718374,-0.142471011,-0.027995546,-0.927237262,-0.167087356,0.04635247500414848,-0.370610739,-0.088065496,-0.021521122,-0.449730495,-0.140431545,-0.0616957,-0.379446021,-0.15924113,-0.071165933,-0.308949694,-0.170494315
are,0,0,0,-0.059703825,-0.027175302,-0.039229183,-0.124604384,-0.193768744,-0.060779248,-0.140375109,-0.316234596,-0.081020079,-0.072506653,-0.33607736,-0.101730106,-0.043679817,-0.46633387,-0.031950025,-0.057646804,-0.664028045,-0.057847221,-0.072453315,-0.799875489,-0.079350226,-0.083518114,-0.905505232,-0.100292722,0.012705513312285883,-0.462547474,-0.047496991,-0.00262125,-0.688904803,-0.07792229,-0.02183497,-0.859277209,-0.108973208,-0.034193366,-1,-0.130799088,0.06305881764176022,-0.409595214,-0.06798939,0.032716849642269695,-0.620962408,-0.11178282,0.008520073680971066,-0.746967866,-0.140491763,0.007453418252488412,-0.863203722,-0.159214628,0.10011312342230548,-0.322446766,-0.091692177,0.0247259175774213,-0.388747035,-0.145252944,-0.019718215,-0.335244373,-0.163176229,-0.036576526,-0.280180156,-0.172121239
are,0,0,0,-0.082653769,-0.079459089,-0.024239378,-0.14499498,-0.230535111,-0.041740498,-0.166964793,-0.344169108,-0.060526655,-0.112614689,-0.361796814,-0.080418297,-0.086985981,-0.526338851,-0.018909916,-0.102398126,-0.723137834,-0.041150254,-0.109289546,-0.841775843,-0.05908272,-0.111273782,-0.940790973,-0.076827049,-0.036968957,-0.525370756,-0.03903554,-0.060849746,-0.756053168,-0.059980001,-0.074108827,-0.891106659,-0.078233648,-0.079389995,-1,-0.092023948,0.008459660046833671,-0.470399197,-0.064219727,-0.02137249,-0.676814034,-0.101843427,-0.04258787,-0.800769147,-0.131628422,-0.043769844,-0.906957497,-0.153178909,0.040788477467344784,-0.370122106,-0.091156932,-0.024523553,-0.43171383,-0.13702356,-0.065418275,-0.384243471,-0.155394112,-0.077693723,-0.334032446,-0.166968216
are,0,0,0,-0.055981686,-0.01851778,-0.045777771,-0.126143909,-0.181262873,-0.072422985,-0.146017825,-0.297969754,-0.094366607,-0.078029427,-0.327651658,-0.118240385,-0.056170181,-0.48805612,-0.05000932,-0.082881142,-0.67294787,-0.078889592,-0.107228226,-0.800000652,-0.101543488,-0.124251611,-0.901883748,-0.123590123,0.002663640883707069,-0.493277677,-0.06257946,-0.02672842,-0.71305008,-0.095283321,-0.048893314,-0.871341798,-0.127094601,-0.060565879,-1,-0.149054319,0.05688253446801491,-0.438980876,-0.079456865,0.030195451677084168,-0.647621203,-0.131703317,0.004934047994945443,-0.791363758,-0.172466051,-0.000326122,-0.927032911,-0.199292645,0.09928496230480315,-0.342871254,-0.097996846,0.030985906999580603,-0.379886486,-0.162766086,-0.01559007,-0.314862175,-0.189905246,-0.03855821,-0.260773127,-0.204850646
are,0,0,0,-0.078427788,-0.06723887,-0.020943134,-0.145526001,-0.205226132,-0.033558664,-0.164152783,-0.308502961,-0.045136751,-0.109738766,-0.344953743,-0.059521595,-0.106602806,-0.513928773,-0.019547597,-0.13663881,-0.701312869,-0.035988786,-0.157845439,-0.815759717,-0.048323627,-0.174359734,-0.920323169,-0.062656638,-0.054132228,-0.521163375,-0.039706041,-0.08503858,-0.744431094,-0.065850997,-0.100300639,-0.883003722,-0.083462934,-0.108082638,-1,-0.094110247,-0.002031242,-0.475852065,-0.063498029,-0.02483683,-0.677997205,-0.109882932,-0.044079482,-0.816235104,-0.141262513,-0.046549609,-0.942432505,-0.16067008,0.04002027704161777,-0.379231246,-0.087054978,-0.02768,-0.443440468,-0.135428645,-0.063398115,-0.348077795,-0.145344607,-0.067637672,-0.252004847,-0.149430196
are,0,0,0,-0.053717034,-0.002425919,-0.064505438,-0.118925864,-0.119533596,-0.106359251,-0.124923309,-0.21591402,-0.139134512,-0.060905872,-0.253884248,-0.176139521,-0.067918546,-0.450089976,-0.09290075,-0.097749504,-0.642224178,-0.135420263,-0.125789786,-0.770035431,-0.166594351,-0.146931364,-0.88091045,-0.193421685,-0.0034438,-0.45823352,-0.100309739,-0.034878756,-0.683581171,-0.144564692,-0.064129492,-0.849024374,-0.184329968,-0.084753386,-1,-0.211486137,0.05753074977742436,-0.401935528,-0.111566253,0.029487127653412867,-0.618401522,-0.17818662,-0.009195372,-0.780645619,-0.233619143,-0.027013803,-0.941925872,-0.270173278,0.10953261399427128,-0.300872554,-0.124098037,0.0455480425649419,-0.310832368,-0.202577376,-0.006182403,-0.245982204,-0.23844799,-0.033078206,-0.194817833,-0.259075813
are,0,0,0,-0.080116037,-0.052500801,-0.030123059,-0.152128257,-0.176347453,-0.047645578,-0.163358659,-0.279444532,-0.063264262,-0.105457551,-0.330091241,-0.081683442,-0.123582446,-0.503186461,-0.024751283,-0.162968202,-0.695710912,-0.043488645,-0.188331058,-0.809306189,-0.059119553,-0.208930284,-0.913365641,-0.076246806,-0.067554707,-0.520150656,-0.042531476,-0.108811766,-0.74026487,-0.06498298,-0.131686737,-0.879520256,-0.085799665,-0.14579815,-1,-0.101484805,-0.010518508,-0.480957418,-0.065231152,-0.037162034,-0.691262005,-0.11119061,-0.058815202,-0.829127211,-0.148442373,-0.06432287,-0.95674728,-0.174511605,0.04113777897268249,-0.390560314,-0.088405072,-0.026702133,-0.44584819,-0.144180132,-0.061145983,-0.351459333,-0.161601943,-0.067673341,-0.2586947,-0.17146567
are,0,0,0,-0.058501966,0.0010206172374340597,-0.05270073,-0.126768268,-0.107832148,-0.09058299,-0.12883804,-0.200655514,-0.122355417,-0.059363892,-0.242374039,-0.158097937,-0.086103884,-0.437864548,-0.08559266,-0.125819636,-0.632667491,-0.130417837,-0.159836143,-0.768117511,-0.164918786,-0.185816868,-0.883542511,-0.194630184,-0.017369107,-0.453552918,-0.098018511,-0.049119211,-0.685971784,-0.144978276,-0.077813209,-0.85388388,-0.190045218,-0.098954857,-1,-0.221119627,0.049523250571408425,-0.401557944,-0.112257068,0.015669850694249067,-0.627615593,-0.176231533,-0.01503955,-0.779482763,-0.227111444,-0.02666283,-0.925210798,-0.260181788,0.10471056118515817,-0.301593106,-0.127137999,0.04027292750336482,-0.325287912,-0.20122336,-0.008392006,-0.284538342,-0.233363995,-0.032807094,-0.257468766,-0.250899793
are,0,0,0,-0.078765978,-0.050968954,-0.028032455,-0.154289661,-0.168431564,-0.042882712,-0.163320775,-0.262425288,-0.056330817,-0.102999478,-0.320800337,-0.071728096,-0.128821505,-0.491645639,-0.022131818,-0.17667375,-0.674126663,-0.041480581,-0.208314182,-0.781354094,-0.055495144,-0.23283129,-0.874962017,-0.070472411,-0.072646431,-0.515558454,-0.0397675,-0.115798003,-0.737522527,-0.060194275,-0.14047133,-0.879290825,-0.079957163,-0.153177454,-1,-0.09474493,-0.014480541,-0.478976761,-0.062624888,-0.039178224,-0.668627185,-0.105048217,-0.064857129,-0.808422327,-0.145032695,-0.074740865,-0.935054863,-0.173197337,0.04134430249296077,-0.391118611,-0.0859548,-0.020808661,-0.42166843,-0.136950286,-0.062475574,-0.346660948,-0.157336612,-0.079945562,-0.27350451,-0.170122226
